Marital_status,Application_order,Course,Previous_qualification,Mother's_qualification,Father's_qualification,Admission_grade,Educational_special_needs,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Target
single,2,Advertising and Marketing Management,1,19,19,114.2,no,female,no,18,12.4,0.5,1.79,Graduate
single,1,Nursing,1,1,1,123.5,no,female,yes,19,9.4,-0.8,-3.12,Graduate
single,1,Social Service,39,19,19,144.3,no,female,yes,19,12.4,0.5,1.79,Graduate
single,1,Basic Education,1,38,37,142.2,no,female,no,19,9.4,-0.8,-3.12,Enrolled
single,1,Veterinary Nursing,1,3,3,161.9,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Social Service,1,37,37,135.9,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,2,Journalism and Communication,1,19,19,110.1,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Basic Education,1,19,38,122.5,no,female,no,28,15.5,2.8,-4.06,Dropout
single,1,Tourism,1,37,37,138.1,no,female,no,19,7.6,2.6,0.32,Dropout
single,1,Animation and Multimedia Design,1,3,1,117.3,no,female,no,20,13.9,-0.3,0.79,Dropout
single,2,Nursing,1,1,37,106.8,no,female,yes,19,12.4,0.5,1.79,Graduate
single,1,Communication Design,1,1,19,120.1,yes,female,yes,20,11.1,0.6,2.02,Graduate
single,2,Tourism,1,19,19,116.5,no,female,yes,19,12.4,0.5,1.79,Graduate
single,1,Communication Design,1,5,1,120,no,female,no,21,8.9,1.4,3.51,Enrolled
single,1,Basic Education,1,1,19,139.7,no,female,yes,19,11.1,0.6,2.02,Graduate
single,2,Communication Design,1,19,1,123.7,no,female,yes,18,13.9,-0.3,0.79,Graduate
single,2,Equinculture,1,3,1,116.5,no,female,no,19,15.5,2.8,-4.06,Dropout
single,1,Advertising and Marketing Management,1,12,38,122.2,no,female,yes,19,8.9,1.4,3.51,Graduate
single,1,Journalism and Communication,1,38,19,146,no,female,no,20,16.2,0.3,-0.92,Graduate
single,2,Basic Education,1,1,1,108.8,no,female,no,18,13.9,-0.3,0.79,Enrolled
single,1,Animation and Multimedia Design,1,19,19,133,no,female,no,18,15.5,2.8,-4.06,Enrolled
single,1,Equinculture,1,1,1,123.8,no,female,no,18,7.6,2.6,0.32,Graduate
single,3,Journalism and Communication,1,19,19,120,no,female,no,18,8.9,1.4,3.51,Dropout
single,3,Social Service,1,37,38,126.9,no,female,no,18,7.6,2.6,0.32,Graduate
single,4,Journalism and Communication,1,19,19,121.3,no,female,no,20,15.5,2.8,-4.06,Dropout
single,3,Nursing,1,19,1,129,no,female,yes,19,12.4,0.5,1.79,Graduate
single,1,Basic Education,1,37,37,114.9,no,female,no,21,15.5,2.8,-4.06,Dropout
single,1,Advertising and Marketing Management,3,12,3,106.5,no,female,no,20,10.8,1.4,1.74,Dropout
single,1,Tourism,1,37,38,133.9,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Journalism and Communication,1,1,4,124.9,no,female,yes,20,10.8,1.4,1.74,Graduate
single,2,Nursing,1,19,37,128.5,no,female,yes,19,9.4,-0.8,-3.12,Graduate
single,1,Veterinary Nursing,6,19,19,126.2,no,female,no,22,9.4,-0.8,-3.12,Dropout
single,1,Equinculture,1,19,19,121.7,no,female,no,22,9.4,-0.8,-3.12,Dropout
single,2,Basic Education,1,38,38,120,no,female,no,18,10.8,1.4,1.74,Enrolled
single,1,Management,1,3,19,113.2,no,female,no,21,7.6,2.6,0.32,Enrolled
single,1,Social Service,1,19,19,120.3,no,female,no,19,7.6,2.6,0.32,Graduate
single,4,Animation and Multimedia Design,1,37,38,127.8,no,female,no,19,10.8,1.4,1.74,Dropout
single,2,Nursing,1,34,34,123.3,no,female,yes,20,9.4,-0.8,-3.12,Dropout
single,3,Nursing,1,38,19,126.3,no,female,yes,18,15.5,2.8,-4.06,Graduate
single,1,Management (evening attendance),42,19,37,128.2,no,female,no,22,8.9,1.4,3.51,Dropout
single,4,Veterinary Nursing,1,19,36,134.9,no,female,no,20,7.6,2.6,0.32,Graduate
single,1,Agronomy,39,38,38,140,no,female,no,19,12.4,0.5,1.79,Graduate
single,5,Nursing,1,1,19,115.5,no,female,yes,19,12.4,0.5,1.79,Graduate
single,2,Nursing,1,38,19,106.7,no,female,yes,20,11.1,0.6,2.02,Enrolled
single,1,Management (evening attendance),1,38,38,140,no,female,no,25,15.5,2.8,-4.06,Enrolled
single,1,Nursing,1,19,19,136.6,no,female,yes,19,15.5,2.8,-4.06,Graduate
single,1,Nursing,1,38,37,119.3,no,female,no,19,9.4,-0.8,-3.12,Graduate
single,1,Communication Design,1,3,38,152,no,female,no,19,10.8,1.4,1.74,Dropout
single,1,Nursing,1,38,19,144.3,no,female,no,20,13.9,-0.3,0.79,Graduate
single,2,Oral Hygiene,1,37,37,159,no,female,no,25,12.4,0.5,1.79,Enrolled
single,1,Nursing,1,19,38,129.5,no,female,yes,20,7.6,2.6,0.32,Graduate
single,1,Social Service,1,38,19,140,no,female,no,24,9.4,-0.8,-3.12,Enrolled
single,3,Advertising and Marketing Management,1,1,1,105.4,no,female,no,20,7.6,2.6,0.32,Graduate
single,1,Nursing,1,1,19,136,no,female,no,21,15.5,2.8,-4.06,Graduate
single,1,Agronomy,39,37,38,160,no,female,yes,19,15.5,2.8,-4.06,Graduate
single,1,Journalism and Communication,1,38,37,139.1,no,female,yes,19,16.2,0.3,-0.92,Graduate
single,2,Advertising and Marketing Management,1,37,38,126.9,no,female,yes,21,9.4,-0.8,-3.12,Graduate
single,1,Nursing,3,3,37,184,no,female,no,28,15.5,2.8,-4.06,Graduate
single,1,Social Service,1,37,38,125,no,female,yes,19,10.8,1.4,1.74,Graduate
single,1,Management,1,37,37,138.5,no,female,yes,18,12.4,0.5,1.79,Graduate
facto union,5,Nursing,1,37,38,133.5,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,3,Nursing,1,19,37,141.5,no,female,yes,18,9.4,-0.8,-3.12,Graduate
single,1,Nursing,1,1,2,130,no,female,no,22,12.7,3.7,-1.7,Graduate
single,1,Management,1,37,37,131,no,female,no,19,12.4,0.5,1.79,Enrolled
single,1,Nursing,1,19,1,145,no,female,yes,18,13.9,-0.3,0.79,Graduate
single,1,Tourism,1,37,37,114.3,no,female,no,20,15.5,2.8,-4.06,Dropout
single,1,Animation and Multimedia Design,39,37,37,108.3,no,female,no,26,12.4,0.5,1.79,Dropout
single,3,Communication Design,1,37,38,125.2,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Tourism,1,1,38,131.7,no,female,yes,21,10.8,1.4,1.74,Dropout
single,4,Nursing,1,38,37,126.3,no,female,no,18,10.8,1.4,1.74,Graduate
single,1,Veterinary Nursing,1,19,19,147.6,no,female,no,20,15.5,2.8,-4.06,Graduate
single,6,Nursing,1,38,19,125.1,no,female,no,18,15.5,2.8,-4.06,Graduate
single,6,Management,1,19,38,123.8,no,female,yes,19,12.7,3.7,-1.7,Enrolled
single,1,Advertising and Marketing Management,1,1,1,130.8,no,female,no,20,7.6,2.6,0.32,Dropout
single,1,Basic Education,1,19,19,154.1,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,2,Management,1,37,37,122.6,no,female,yes,20,10.8,1.4,1.74,Enrolled
single,2,Social Service (evening attendance),1,19,11,103.5,no,female,no,22,7.6,2.6,0.32,Graduate
single,1,Animation and Multimedia Design,1,19,38,132.8,no,female,no,18,7.6,2.6,0.32,Enrolled
single,1,Management (evening attendance),1,19,38,100,no,female,no,21,8.9,1.4,3.51,Graduate
single,2,Basic Education,1,1,1,115.8,no,female,no,18,13.9,-0.3,0.79,Enrolled
single,1,Nursing,1,19,19,133.8,no,female,no,18,12.7,3.7,-1.7,Graduate
single,1,Communication Design,1,12,19,118.5,yes,female,yes,18,8.9,1.4,3.51,Graduate
single,1,Animation and Multimedia Design,1,37,37,150.3,no,female,no,19,15.5,2.8,-4.06,Dropout
single,3,Management,1,1,19,107.8,no,female,no,19,10.8,1.4,1.74,Enrolled
single,1,Nursing,1,38,1,127.5,no,female,no,19,16.2,0.3,-0.92,Enrolled
single,3,Nursing,1,1,37,120.5,no,female,no,19,10.8,1.4,1.74,Graduate
single,1,Management,1,1,2,117.3,no,female,no,19,8.9,1.4,3.51,Enrolled
single,1,Tourism,1,38,37,120.6,no,female,no,19,10.8,1.4,1.74,Dropout
single,4,Tourism,1,38,37,118.7,no,female,yes,21,8.9,1.4,3.51,Graduate
single,2,Journalism and Communication,1,1,37,130.8,no,female,yes,20,15.5,2.8,-4.06,Graduate
single,1,Management,1,19,19,112.6,no,female,yes,20,11.1,0.6,2.02,Graduate
single,1,Management (evening attendance),19,37,37,117.2,no,female,no,41,7.6,2.6,0.32,Graduate
divorced,1,Nursing,40,37,37,130,no,female,no,32,12.4,0.5,1.79,Enrolled
single,3,Nursing,1,38,1,131.8,no,female,no,18,10.8,1.4,1.74,Graduate
divorced,1,Social Service (evening attendance),1,37,37,97,no,female,yes,35,15.5,2.8,-4.06,Graduate
single,1,Nursing,1,37,37,130,no,female,no,32,16.2,0.3,-0.92,Dropout
single,1,Social Service (evening attendance),40,19,37,148,no,female,no,37,12.4,0.5,1.79,Graduate
married,2,Management,3,3,37,103.4,no,female,no,30,12.7,3.7,-1.7,Dropout
single,2,Journalism and Communication,1,19,19,127.1,no,male,no,23,7.6,2.6,0.32,Graduate
single,2,Journalism and Communication,1,3,1,124,no,female,yes,20,15.5,2.8,-4.06,Dropout
single,1,Advertising and Marketing Management,1,19,37,121.4,no,male,no,21,9.4,-0.8,-3.12,Graduate
single,1,Management,1,38,19,118.1,no,male,no,19,12.4,0.5,1.79,Graduate
single,4,Nursing,1,1,19,121.3,no,male,yes,18,10.8,1.4,1.74,Graduate
single,1,Informatics Engineering,1,34,34,119.5,no,male,no,18,10.8,1.4,1.74,Dropout
single,1,Management (evening attendance),1,1,1,115.2,no,male,no,24,12.4,0.5,1.79,Enrolled
single,1,Advertising and Marketing Management,1,1,37,130.2,no,male,no,22,12.7,3.7,-1.7,Graduate
single,4,Tourism,1,19,1,130,no,male,no,18,16.2,0.3,-0.92,Dropout
single,2,Social Service,1,37,37,126.9,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,2,Communication Design,1,2,1,168.5,no,male,no,21,16.2,0.3,-0.92,Graduate
divorced,1,Nursing,1,37,37,130,no,female,no,38,16.2,0.3,-0.92,Dropout
single,1,Oral Hygiene,1,38,37,122.8,no,female,yes,19,12.7,3.7,-1.7,Graduate
legally separated,1,Nursing,1,37,37,110,no,female,no,36,16.2,0.3,-0.92,Dropout
single,1,Veterinary Nursing,1,1,1,127.1,no,female,no,18,12.7,3.7,-1.7,Graduate
single,3,Nursing,1,19,19,108.5,no,female,no,19,12.4,0.5,1.79,Graduate
single,1,Veterinary Nursing,42,19,38,138.2,no,female,no,21,8.9,1.4,3.51,Dropout
single,2,Nursing,1,19,38,96,no,female,no,19,11.1,0.6,2.02,Enrolled
single,1,Social Service,1,19,19,124.5,no,female,yes,18,16.2,0.3,-0.92,Graduate
married,1,Nursing,3,37,19,120,no,female,no,45,13.9,-0.3,0.79,Enrolled
single,1,Management,1,37,37,132.3,no,female,no,20,7.6,2.6,0.32,Dropout
single,1,Tourism,1,19,1,120.7,no,female,no,18,13.9,-0.3,0.79,Graduate
single,1,Advertising and Marketing Management,1,1,19,132.6,no,female,yes,18,11.1,0.6,2.02,Graduate
single,2,Equinculture,3,34,34,140,no,female,no,25,10.8,1.4,1.74,Dropout
single,6,Nursing,1,1,1,124.5,no,female,no,19,10.8,1.4,1.74,Graduate
single,1,Animation and Multimedia Design,1,19,19,142,no,female,yes,18,13.9,-0.3,0.79,Graduate
single,1,Tourism,40,1,1,130,no,female,no,39,13.9,-0.3,0.79,Graduate
married,1,Agronomy,1,38,37,144,no,female,no,29,15.5,2.8,-4.06,Graduate
single,1,Basic Education,1,19,19,128.5,no,female,no,18,13.9,-0.3,0.79,Enrolled
single,1,Communication Design,3,37,2,140,no,female,no,23,10.8,1.4,1.74,Dropout
single,1,Basic Education,1,1,37,113.9,no,female,no,21,12.7,3.7,-1.7,Dropout
single,1,Social Service,1,1,19,137.2,no,female,no,18,10.8,1.4,1.74,Graduate
single,1,Veterinary Nursing,40,1,19,140,no,female,no,23,12.4,0.5,1.79,Graduate
single,1,Equinculture,1,1,19,152.3,no,female,no,18,11.1,0.6,2.02,Graduate
married,1,Social Service (evening attendance),19,37,37,112.5,no,female,no,32,9.4,-0.8,-3.12,Graduate
married,2,Management,1,19,37,101,no,female,no,29,10.8,1.4,1.74,Dropout
single,6,Social Service,1,1,38,112.3,no,female,yes,20,8.9,1.4,3.51,Graduate
single,1,Social Service,1,34,34,114,no,female,no,28,9.4,-0.8,-3.12,Dropout
single,1,Management,3,38,38,130,no,female,no,27,10.8,1.4,1.74,Graduate
single,2,Nursing,1,37,34,121.5,no,female,no,22,7.6,2.6,0.32,Graduate
married,1,Agronomy,19,19,37,120,no,female,no,37,16.2,0.3,-0.92,Enrolled
single,1,Social Service (evening attendance),3,37,38,130,no,female,no,28,12.7,3.7,-1.7,Dropout
married,1,Agronomy,1,37,37,125.7,no,female,no,43,8.9,1.4,3.51,Dropout
single,1,Oral Hygiene,1,37,37,128,no,female,no,32,10.8,1.4,1.74,Dropout
single,1,Social Service,1,1,1,113.2,no,female,yes,20,15.5,2.8,-4.06,Enrolled
divorced,1,Nursing,19,38,1,120,no,female,yes,35,9.4,-0.8,-3.12,Graduate
single,1,Advertising and Marketing Management,1,37,37,117.8,no,female,no,21,7.6,2.6,0.32,Graduate
single,4,Nursing,1,19,19,121.3,no,female,yes,18,12.4,0.5,1.79,Enrolled
single,1,Nursing,1,3,38,169.7,no,female,yes,18,16.2,0.3,-0.92,Graduate
single,4,Social Service,1,19,19,117.7,no,female,no,18,16.2,0.3,-0.92,Graduate
single,1,Social Service (evening attendance),39,19,37,121.8,no,female,no,22,12.4,0.5,1.79,Graduate
single,2,Nursing,1,1,1,128.3,no,female,no,19,10.8,1.4,1.74,Graduate
single,2,Management,1,19,38,132.2,no,female,yes,18,13.9,-0.3,0.79,Graduate
single,2,Animation and Multimedia Design,1,39,1,134.3,no,female,no,19,12.4,0.5,1.79,Dropout
single,1,Nursing,1,19,1,123.4,no,female,yes,18,11.1,0.6,2.02,Graduate
married,1,Management (evening attendance),19,19,39,121.7,no,female,no,31,16.2,0.3,-0.92,Dropout
married,1,Social Service (evening attendance),19,1,19,130,no,female,yes,33,9.4,-0.8,-3.12,Graduate
single,3,Nursing,1,19,38,126.5,no,female,yes,19,9.4,-0.8,-3.12,Graduate
single,1,Social Service,1,38,38,159.7,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,1,Management,1,9,19,151.3,no,female,no,23,7.6,2.6,0.32,Graduate
single,1,Social Service,1,38,38,138,no,female,no,20,9.4,-0.8,-3.12,Graduate
single,5,Nursing,1,38,38,126.5,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Veterinary Nursing,42,1,1,140,no,female,no,21,8.9,1.4,3.51,Enrolled
single,1,Social Service,1,19,38,112.3,no,female,yes,22,12.7,3.7,-1.7,Graduate
single,1,Social Service,1,1,19,127.3,no,female,no,20,9.4,-0.8,-3.12,Graduate
single,1,Nursing,3,19,38,130,no,female,no,23,7.6,2.6,0.32,Graduate
single,2,Journalism and Communication,1,3,1,115,no,female,no,19,16.2,0.3,-0.92,Graduate
single,6,Nursing,1,1,37,131.5,no,female,no,19,10.8,1.4,1.74,Graduate
single,1,Management (evening attendance),1,19,38,125.7,no,female,no,26,10.8,1.4,1.74,Dropout
single,6,Nursing,1,1,37,126.8,no,female,no,18,16.2,0.3,-0.92,Graduate
single,1,Informatics Engineering,1,1,37,132.4,no,male,no,18,9.4,-0.8,-3.12,Dropout
single,1,Agronomy,39,38,37,150,no,male,no,20,16.2,0.3,-0.92,Graduate
single,1,Advertising and Marketing Management,1,3,1,95,no,male,no,19,15.5,2.8,-4.06,Dropout
single,1,Management (evening attendance),1,37,37,128.2,no,male,no,32,10.8,1.4,1.74,Dropout
married,1,Equinculture,1,19,19,130,no,male,no,31,9.4,-0.8,-3.12,Dropout
single,1,Informatics Engineering,19,1,19,100,no,male,no,25,13.9,-0.3,0.79,Enrolled
single,1,Veterinary Nursing,39,19,3,159.9,no,female,no,21,16.2,0.3,-0.92,Graduate
married,1,Management (evening attendance),1,37,37,100,no,female,no,31,12.7,3.7,-1.7,Dropout
married,1,Basic Education,1,37,37,116.5,no,female,no,34,16.2,0.3,-0.92,Dropout
single,1,Social Service,1,19,19,120,no,female,yes,18,11.1,0.6,2.02,Graduate
single,3,Social Service,1,19,19,117,no,female,no,19,12.4,0.5,1.79,Dropout
single,1,Advertising and Marketing Management,42,19,37,140,no,female,no,21,8.9,1.4,3.51,Enrolled
single,2,Basic Education,1,38,37,118.1,no,female,no,18,9.4,-0.8,-3.12,Dropout
single,1,Tourism,1,19,39,153.5,no,female,no,20,11.1,0.6,2.02,Graduate
single,1,Journalism and Communication,1,38,37,127.9,no,female,no,20,15.5,2.8,-4.06,Graduate
single,3,Advertising and Marketing Management,1,38,38,118.8,yes,female,yes,18,11.1,0.6,2.02,Graduate
single,1,Social Service,1,38,38,126.7,no,female,no,19,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,1,19,19,170,no,female,no,19,12.7,3.7,-1.7,Enrolled
divorced,1,Equinculture,1,3,1,110,no,female,yes,30,11.1,0.6,2.02,Dropout
single,1,Social Service,1,19,38,115,no,female,no,19,11.1,0.6,2.02,Graduate
single,3,Oral Hygiene,1,38,37,119,no,female,no,19,12.7,3.7,-1.7,Graduate
single,4,Nursing,1,1,37,121.8,no,female,yes,19,12.7,3.7,-1.7,Graduate
single,1,Veterinary Nursing,1,19,38,133.4,no,female,no,19,12.4,0.5,1.79,Graduate
single,3,Social Service,1,1,1,131.4,no,female,no,20,7.6,2.6,0.32,Graduate
single,1,Informatics Engineering,1,19,37,135,no,male,no,25,13.9,-0.3,0.79,Dropout
single,2,Journalism and Communication,1,19,19,122.8,no,male,no,19,12.4,0.5,1.79,Dropout
married,1,Basic Education,1,37,19,140,no,female,yes,34,9.4,-0.8,-3.12,Graduate
single,2,Nursing,1,38,37,125.3,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,6,Nursing,1,1,1,126.3,no,female,yes,18,9.4,-0.8,-3.12,Graduate
single,1,Advertising and Marketing Management,1,38,38,100,no,female,no,20,11.1,0.6,2.02,Graduate
single,2,Nursing,1,19,37,121.3,no,female,yes,20,10.8,1.4,1.74,Graduate
single,1,Management (evening attendance),1,38,38,135,no,female,no,23,8.9,1.4,3.51,Enrolled
single,1,Advertising and Marketing Management,1,37,37,120,no,female,no,28,10.8,1.4,1.74,Dropout
single,1,Journalism and Communication,1,37,19,113.7,no,female,no,18,15.5,2.8,-4.06,Enrolled
single,1,Management,1,19,38,129.7,no,female,no,19,16.2,0.3,-0.92,Graduate
married,1,Management,1,38,37,132.1,no,female,no,34,7.6,2.6,0.32,Dropout
married,1,Basic Education,1,37,37,120.3,no,female,no,35,8.9,1.4,3.51,Dropout
single,1,Management (evening attendance),40,37,37,120,no,female,no,32,12.4,0.5,1.79,Graduate
single,2,Tourism,1,19,19,123.1,no,female,no,19,11.1,0.6,2.02,Graduate
single,5,Advertising and Marketing Management,1,1,19,119.4,no,female,no,18,11.1,0.6,2.02,Graduate
married,1,Management,1,37,37,140,no,female,no,35,9.4,-0.8,-3.12,Dropout
single,1,Social Service (evening attendance),1,1,12,116.5,no,male,yes,24,12.4,0.5,1.79,Enrolled
single,1,Social Service,1,19,37,113,no,female,yes,20,13.9,-0.3,0.79,Graduate
single,3,Journalism and Communication,1,19,19,133.9,no,male,yes,18,16.2,0.3,-0.92,Graduate
single,3,Nursing,1,38,19,115.5,no,male,yes,20,10.8,1.4,1.74,Graduate
single,5,Tourism,1,1,19,116.5,no,male,no,18,9.4,-0.8,-3.12,Dropout
single,1,Informatics Engineering,1,19,19,171.2,no,male,yes,18,12.4,0.5,1.79,Graduate
single,1,Advertising and Marketing Management,1,19,37,119.1,no,male,yes,20,9.4,-0.8,-3.12,Graduate
single,2,Basic Education,1,19,38,121.1,no,male,no,19,12.4,0.5,1.79,Dropout
single,2,Communication Design,1,1,1,132.9,no,male,yes,20,7.6,2.6,0.32,Enrolled
single,1,Social Service,1,19,1,132.8,no,male,no,19,10.8,1.4,1.74,Graduate
single,1,Journalism and Communication,1,36,37,126.7,no,male,no,20,7.6,2.6,0.32,Graduate
single,1,Nursing,1,19,19,105.8,no,male,no,22,11.1,0.6,2.02,Graduate
single,2,Informatics Engineering,1,1,19,117.2,no,male,yes,18,11.1,0.6,2.02,Enrolled
single,1,Nursing,1,38,38,140,no,male,no,19,12.7,3.7,-1.7,Graduate
single,1,Agronomy,39,1,19,120,no,male,no,22,13.9,-0.3,0.79,Dropout
single,5,Informatics Engineering,1,4,12,119.5,no,male,no,20,8.9,1.4,3.51,Graduate
married,1,Agronomy,1,1,41,153.9,no,male,no,34,12.4,0.5,1.79,Dropout
married,1,Social Service (evening attendance),19,1,1,130,no,male,no,24,16.2,0.3,-0.92,Dropout
single,2,Advertising and Marketing Management,1,34,34,107,no,male,no,26,7.6,2.6,0.32,Dropout
single,1,Nursing,1,37,37,132.8,no,male,no,35,12.4,0.5,1.79,Dropout
single,1,Management (evening attendance),1,2,37,127.5,no,male,no,22,7.6,2.6,0.32,Graduate
single,1,Tourism,1,38,38,123.3,no,male,no,26,9.4,-0.8,-3.12,Enrolled
single,1,Management,1,1,19,122,no,male,no,19,8.9,1.4,3.51,Dropout
single,5,Tourism,1,3,19,114.8,no,male,no,19,8.9,1.4,3.51,Dropout
single,1,Animation and Multimedia Design,39,3,3,140,no,male,no,20,15.5,2.8,-4.06,Graduate
single,1,Advertising and Marketing Management,1,3,3,111,no,male,no,21,11.1,0.6,2.02,Graduate
single,2,Journalism and Communication,1,1,19,133.2,no,female,yes,19,13.9,-0.3,0.79,Graduate
single,3,Journalism and Communication,1,19,19,123,no,female,no,18,12.7,3.7,-1.7,Graduate
single,1,Agronomy,42,1,38,150,no,female,yes,23,8.9,1.4,3.51,Graduate
single,3,Management,1,19,38,132.3,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,1,Nursing,1,37,38,126,no,female,no,18,12.7,3.7,-1.7,Graduate
single,3,Nursing,1,38,38,119.3,no,female,no,19,10.8,1.4,1.74,Graduate
single,1,Management,42,1,19,133.8,no,female,no,21,8.9,1.4,3.51,Graduate
single,1,Veterinary Nursing,1,37,37,126.5,no,female,yes,18,15.5,2.8,-4.06,Graduate
single,1,Journalism and Communication,1,38,37,138.4,no,female,yes,24,10.8,1.4,1.74,Graduate
single,4,Nursing,1,3,39,129,no,female,no,18,16.2,0.3,-0.92,Dropout
single,1,Advertising and Marketing Management,1,19,1,118.3,no,female,no,18,13.9,-0.3,0.79,Enrolled
single,2,Nursing,1,19,37,129.8,no,female,no,20,12.4,0.5,1.79,Graduate
single,2,Veterinary Nursing,1,1,19,113.6,no,female,no,19,9.4,-0.8,-3.12,Enrolled
single,5,Journalism and Communication,1,34,38,128.3,no,female,yes,18,7.6,2.6,0.32,Dropout
single,1,Tourism,1,1,19,130,no,female,yes,19,10.8,1.4,1.74,Dropout
single,2,Basic Education,1,1,38,121.9,no,female,no,19,10.8,1.4,1.74,Graduate
single,5,Social Service,3,1,38,129.4,no,female,no,18,10.8,1.4,1.74,Graduate
single,2,Basic Education,1,19,1,115.3,no,female,no,20,11.1,0.6,2.02,Enrolled
single,5,Nursing,1,38,38,125.5,no,female,yes,18,9.4,-0.8,-3.12,Graduate
single,6,Oral Hygiene,1,38,38,117.8,no,female,yes,19,11.1,0.6,2.02,Graduate
single,3,Management,1,3,38,118.7,no,female,no,18,13.9,-0.3,0.79,Enrolled
single,2,Nursing,1,37,37,139,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,1,1,37,98.9,no,female,no,21,11.1,0.6,2.02,Enrolled
single,1,Tourism,1,34,38,137.7,no,female,no,19,7.6,2.6,0.32,Dropout
single,4,Nursing,1,1,1,113.6,no,female,no,21,12.4,0.5,1.79,Graduate
single,1,Veterinary Nursing,1,4,1,113.4,no,female,no,18,11.1,0.6,2.02,Enrolled
single,3,Oral Hygiene,1,19,38,128.5,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,1,Nursing,1,1,1,142.8,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Equinculture,1,3,1,137.7,no,female,no,23,10.8,1.4,1.74,Dropout
single,1,Social Service,1,19,37,103.5,no,female,no,20,16.2,0.3,-0.92,Enrolled
single,1,Nursing,1,38,38,123.2,no,female,no,18,16.2,0.3,-0.92,Graduate
single,2,Basic Education,1,1,19,126,no,female,no,19,7.6,2.6,0.32,Enrolled
single,1,Nursing,1,1,38,121.7,no,female,yes,27,12.4,0.5,1.79,Enrolled
single,1,Management,1,37,37,142.8,no,female,yes,19,11.1,0.6,2.02,Enrolled
single,1,Equinculture,1,1,19,120,no,female,no,21,15.5,2.8,-4.06,Dropout
single,1,Nursing,1,37,38,119.3,no,female,yes,19,10.8,1.4,1.74,Graduate
single,1,Social Service,1,37,37,121,no,female,yes,21,13.9,-0.3,0.79,Graduate
single,5,Journalism and Communication,1,19,19,139.4,no,female,no,18,10.8,1.4,1.74,Graduate
single,1,Veterinary Nursing,1,19,38,113.9,no,female,yes,20,12.7,3.7,-1.7,Graduate
single,1,Basic Education,1,37,37,124.6,no,female,yes,18,9.4,-0.8,-3.12,Graduate
single,1,Communication Design,1,1,1,123.8,no,female,yes,18,12.7,3.7,-1.7,Dropout
single,3,Veterinary Nursing,1,1,3,126.3,no,female,no,18,8.9,1.4,3.51,Graduate
single,4,Journalism and Communication,1,1,1,120.4,no,female,yes,18,16.2,0.3,-0.92,Graduate
single,3,Nursing,1,1,1,120.5,no,female,yes,19,12.4,0.5,1.79,Enrolled
single,1,Veterinary Nursing,42,19,38,144.9,no,female,no,23,8.9,1.4,3.51,Enrolled
single,1,Veterinary Nursing,19,19,19,139.9,no,female,yes,24,8.9,1.4,3.51,Graduate
single,1,Animation and Multimedia Design,1,1,1,133.3,no,female,no,19,10.8,1.4,1.74,Graduate
single,3,Nursing,1,19,19,126,no,female,no,18,12.7,3.7,-1.7,Graduate
single,2,Communication Design,1,1,19,133.5,no,female,no,19,12.7,3.7,-1.7,Graduate
single,2,Basic Education,1,38,19,127.9,no,female,no,19,10.8,1.4,1.74,Dropout
single,1,Social Service,1,1,38,105.9,no,female,yes,20,11.1,0.6,2.02,Enrolled
single,1,Veterinary Nursing,1,1,12,124.3,no,female,no,20,13.9,-0.3,0.79,Enrolled
single,1,Journalism and Communication,1,34,37,102.5,no,female,no,26,7.6,2.6,0.32,Dropout
single,1,Tourism,19,19,1,97,no,male,no,36,15.5,2.8,-4.06,Dropout
single,1,Animation and Multimedia Design,1,1,1,134.7,no,male,no,19,10.8,1.4,1.74,Dropout
single,1,Informatics Engineering,1,19,37,113.8,no,male,no,27,15.5,2.8,-4.06,Dropout
single,4,Informatics Engineering,1,3,1,116.9,no,male,no,18,8.9,1.4,3.51,Dropout
single,4,Nursing,1,37,38,124,no,male,yes,18,10.8,1.4,1.74,Graduate
single,1,Communication Design,1,38,38,117.5,no,male,no,28,12.4,0.5,1.79,Dropout
single,1,Animation and Multimedia Design,39,19,1,154.8,no,male,no,21,12.4,0.5,1.79,Graduate
single,1,Nursing,1,19,37,141,no,male,no,19,7.6,2.6,0.32,Graduate
single,1,Advertising and Marketing Management,9,6,22,120,no,male,no,26,9.4,-0.8,-3.12,Dropout
single,1,Informatics Engineering,1,1,19,133.6,no,male,no,20,11.1,0.6,2.02,Dropout
single,6,Nursing,1,38,38,122,no,male,no,19,12.7,3.7,-1.7,Graduate
